Year,Policy_ID,Customer_Age,Gender,Region,Vehicle_Type,Vehicle_Age,Vehicle_Value_KES,Vehicle_Engine_Capacity,Use_Purpose,Annual_Premium_KES,Claims_Frequency,Total_Claim_Amount_KES,No_Claim_Bonus_%,Accident_Cause,Policy_Term_Months,Previous_Claims_Count,Driver_Experience_Years,Third_Party_Only
2024,P202400515,57,Male,Kakamega,Motorcycle,8,53052,1000,Personal,2157,0,0,20,None,12,0,35,Yes
2024,P202400516,28,Female,Nakuru,Commercial,7,3726759,2000,Personal,228043,0,0,30,None,6,0,10,Yes
2024,P202400517,51,Male,Mombasa,Private,6,1917746,1500,Business,94890,0,0,50,None,6,0,33,Yes
2024,P202400518,38,Female,Kakamega,Motorcycle,18,219269,2000,Personal,13104,1,68100,0,Theft,12,1,20,Yes
2024,P202400519,26,Female,Nakuru,Commercial,10,2135364,1000,Personal,124053,1,1201000,0,Weather,12,0,7,No
2024,P202400520,37,Male,Eldoret,Private,9,1309010,2500,Business,49478,1,559800,0,Weather,12,0,18,No
2024,P202400521,53,Male,Nairobi,Commercial,12,3659453,1000,Business,134760,0,0,20,None,6,0,35,Yes
2024,P202400522,42,Female,Meru,Commercial,14,4804168,3000,Business,256961,0,0,20,None,12,0,24,Yes
2024,P202400523,45,Female,Nakuru,Private,16,1523404,1000,Personal,74911,1,298000,0,Weather,12,0,24,No
2024,P202400524,64,Male,Nairobi,PSV,7,3086798,2000,Business,197872,1,767400,0,Speeding,12,1,43,No
2024,P202400525,46,Male,Kakamega,Private,5,2001012,2500,Business,103654,2,718600,0,Theft,12,0,28,No
2024,P202400526,60,Male,Kakamega,PSV,18,3526353,1000,Personal,157595,0,0,50,None,12,1,39,Yes
2024,P202400527,68,Female,Eldoret,Private,19,2964456,1000,Personal,140414,0,0,30,None,6,0,46,No
2024,P202400528,42,Male,Nairobi,Private,8,1901170,3000,Personal,73764,0,0,30,None,6,0,22,No
2024,P202400529,42,Male,Thika,Commercial,6,4176483,2500,Business,223865,0,0,20,None,6,0,24,Yes
2024,P202400530,47,Male,Nairobi,Private,17,683719,2000,Personal,30361,0,0,30,None,6,1,29,No
2024,P202400531,28,Female,Kakamega,Commercial,19,3760776,3000,Personal,145870,1,1423400,0,Collision,12,1,7,Yes
2024,P202400532,40,Female,Meru,Motorcycle,13,226682,2500,Personal,13484,1,112900,0,Weather,12,0,22,Yes
2024,P202400533,21,Female,Thika,Private,16,1076563,3000,Personal,64667,0,0,50,None,12,0,1,No
2024,P202400534,57,Male,Kisumu,PSV,2,2838557,2500,Personal,176926,0,0,50,None,12,0,39,No
2024,P202400535,28,Male,Kakamega,Private,5,1768748,2000,Business,119937,0,0,20,None,6,0,7,No
2024,P202400536,21,Male,Eldoret,Motorcycle,3,142999,3000,Personal,4674,0,0,50,None,12,1,2,Yes
2024,P202400537,34,Female,Kisumu,PSV,1,2527850,3000,Personal,160196,1,468100,0,Collision,6,0,14,Yes
2024,P202400538,46,Female,Thika,Private,8,2095428,2000,Personal,83481,1,270700,0,Speeding,12,2,27,No
2024,P202400539,27,Female,Kisumu,Private,15,1956851,1500,Personal,125594,0,0,20,None,12,0,6,No
2024,P202400540,37,Male,Nakuru,Private,13,944846,3000,Business,48984,0,0,20,None,12,0,16,No
2024,P202400541,47,Female,Kisumu,Motorcycle,8,198149,2000,Personal,13253,1,24100,0,Theft,6,0,29,Yes
2024,P202400542,27,Female,Meru,Commercial,15,808981,1000,Taxi,53513,0,0,30,None,12,0,7,Yes
2024,P202400543,24,Male,Mombasa,Motorcycle,1,242122,1500,Business,13034,1,58600,0,Weather,6,1,5,Yes
2024,P202400544,43,Male,Meru,Private,13,998185,1000,Business,38073,1,354800,0,Collision,12,0,24,No
2024,P202400545,28,Female,Eldoret,Motorcycle,6,105535,1000,Taxi,5330,0,0,20,None,6,0,7,Yes
2024,P202400546,26,Male,Nakuru,PSV,10,3224103,2500,Personal,205718,1,368100,0,Speeding,6,0,8,Yes
2024,P202400547,60,Female,Nakuru,Private,12,1707142,1000,Personal,115362,0,0,30,None,12,0,42,No
2024,P202400548,64,Male,Thika,Commercial,17,4247797,2500,Personal,291730,0,0,50,None,12,1,42,Yes
2024,P202400549,31,Female,Kisumu,Motorcycle,13,239656,2500,Personal,10956,0,0,20,None,6,0,13,Yes
2024,P202400550,36,Female,Kakamega,Private,6,2872413,3000,Personal,112558,1,1255700,0,Weather,6,0,17,Yes
2024,P202400551,66,Female,Eldoret,PSV,6,1443226,1000,Personal,100369,3,250500,0,Collision,6,0,47,No
2024,P202400552,33,Female,Kisumu,Private,0,1119113,3000,Business,40694,1,572300,0,Theft,6,0,13,Yes
2024,P202400553,59,Female,Thika,Commercial,0,2680352,2500,Personal,128219,0,0,10,None,6,0,40,No
2024,P202400554,42,Female,Kisumu,Private,10,1027800,2000,Personal,43103,0,0,20,None,6,1,24,Yes
2024,P202400555,56,Female,Meru,Private,12,2054109,2000,Personal,118345,1,651400,0,Weather,12,0,36,Yes
2024,P202400556,25,Male,Kisumu,Private,11,2904710,1000,Taxi,92390,0,0,50,None,12,0,6,Yes
2024,P202400557,29,Female,Thika,Motorcycle,9,178668,1000,Taxi,5932,1,34000,0,Collision,12,0,7,Yes
2024,P202400558,36,Male,Meru,Commercial,13,4851156,3000,Personal,333305,2,762000,0,Weather,12,0,14,No
2024,P202400559,25,Male,Meru,PSV,1,3875962,1000,Taxi,240469,0,0,20,None,12,1,5,No
2024,P202400560,49,Female,Kakamega,Private,15,1257902,3000,Business,76763,1,156800,0,Weather,6,1,29,Yes
2024,P202400561,28,Male,Nairobi,Private,10,2201578,1000,Business,146808,0,0,10,None,6,0,10,Yes
2024,P202400562,39,Female,Eldoret,PSV,9,3956181,3000,Personal,119429,1,1945800,0,Weather,6,0,17,Yes
2024,P202400563,61,Male,Mombasa,PSV,0,3403449,2500,Business,159486,1,720500,0,Weather,12,1,42,No
2024,P202400564,66,Male,Mombasa,Private,6,2367294,2500,Personal,91731,0,0,30,None,12,0,46,No
2024,P202400565,21,Male,Meru,Commercial,19,4787338,1500,Taxi,271207,0,0,50,None,12,0,1,Yes
2024,P202400566,41,Male,Kakamega,Private,10,873218,3000,Business,40646,1,350900,0,Theft,6,0,21,No
2024,P202400567,23,Male,Kakamega,PSV,19,3781305,1000,Business,142457,1,63000,0,Weather,12,2,1,Yes
2024,P202400568,34,Female,Mombasa,Commercial,2,3932196,3000,Personal,187756,0,0,10,None,6,1,12,Yes
2024,P202400569,34,Female,Thika,Commercial,19,3656064,1500,Taxi,209211,0,0,20,None,12,0,13,Yes
2024,P202400570,35,Female,Kisumu,Commercial,6,2606129,1500,Personal,86747,1,785800,0,Theft,6,0,13,No
2024,P202400571,30,Male,Mombasa,PSV,7,1331012,3000,Personal,55384,0,0,20,None,6,0,9,Yes
2024,P202400572,34,Female,Kakamega,Private,18,1025589,1500,Personal,60552,0,0,20,None,6,0,16,Yes
2024,P202400573,29,Male,Nairobi,Private,17,2966220,1500,Business,202238,0,0,10,None,12,0,11,No
2024,P202400574,26,Female,Nakuru,Private,11,1342721,1500,Personal,46695,1,672400,0,Weather,6,0,5,No
2024,P202400575,64,Male,Eldoret,PSV,18,2260561,3000,Business,110834,0,0,50,None,6,0,43,No
2024,P202400576,43,Male,Kakamega,Commercial,2,1051442,2000,Personal,73165,0,0,50,None,6,0,21,Yes
2024,P202400577,64,Female,Kisumu,Commercial,1,2817949,2000,Taxi,142322,0,0,30,None,12,0,46,No
2024,P202400578,60,Male,Eldoret,Private,16,2550377,1500,Personal,90956,0,0,50,None,12,0,42,Yes
2024,P202400579,61,Female,Thika,PSV,19,3648323,2500,Personal,248710,0,0,20,None,12,0,39,No
2024,P202400580,56,Female,Kisumu,Private,10,1919702,2000,Business,68577,0,0,20,None,12,1,37,Yes
2024,P202400581,63,Male,Eldoret,Private,11,733670,2500,Personal,27510,0,0,30,None,12,0,44,No
2024,P202400582,49,Male,Nairobi,Private,17,1823038,2500,Personal,84178,0,0,50,None,6,0,30,No
2024,P202400583,54,Male,Eldoret,Motorcycle,9,129968,2000,Personal,6247,2,20200,0,Collision,12,1,35,Yes
2024,P202400584,40,Female,Thika,Private,5,2289033,2500,Personal,69980,0,0,10,None,6,0,22,No
2024,P202400585,30,Female,Mombasa,PSV,17,3750794,1000,Personal,215023,2,2039100,0,Speeding,6,1,9,No
2024,P202400586,51,Male,Eldoret,Private,19,2207928,2000,Taxi,81084,2,543100,0,Theft,12,1,29,Yes
2024,P202400587,24,Female,Mombasa,Motorcycle,19,108817,2000,Personal,3378,1,14000,0,Speeding,12,0,3,Yes
2024,P202400588,29,Male,Nairobi,Commercial,16,3049170,1000,Personal,153743,0,0,20,None,12,0,10,No
2024,P202400589,65,Male,Nairobi,PSV,19,3394019,2500,Business,128246,1,1546400,0,Theft,6,0,44,Yes
2024,P202400590,49,Male,Kisumu,Commercial,7,3693059,2000,Personal,238952,0,0,50,None,12,0,27,Yes
2024,P202400591,46,Male,Kisumu,Private,7,1106990,2500,Personal,67661,0,0,10,None,12,1,26,Yes
2024,P202400592,34,Male,Kakamega,Private,4,1965426,2000,Personal,132568,0,0,30,None,6,0,15,No
2024,P202400593,38,Female,Nakuru,Private,10,2277998,1500,Personal,121601,0,0,50,None,6,1,20,Yes
2024,P202400594,62,Female,Kakamega,Commercial,19,2682809,3000,Personal,165354,1,753300,0,Theft,12,1,40,Yes
2024,P202400595,51,Male,Nairobi,Private,9,558334,2500,Personal,20929,1,156900,0,Theft,6,0,33,No
2024,P202400596,34,Male,Kisumu,Private,0,811493,2000,Taxi,37718,0,0,50,None,6,0,14,No
2024,P202400597,64,Female,Nakuru,Commercial,11,2602572,2500,Personal,134049,0,0,20,None,6,0,43,No
2024,P202400598,39,Male,Mombasa,Private,11,1400794,1500,Personal,54949,1,600200,0,Collision,6,0,21,No
2024,P202400599,63,Male,Eldoret,Motorcycle,4,58512,1000,Personal,4086,0,0,50,None,6,0,45,No
2024,P202400600,24,Male,Nakuru,Private,17,1820431,1500,Business,67478,0,0,30,None,12,0,2,Yes
2024,P202400601,53,Male,Nairobi,Commercial,16,2864731,3000,Business,185965,1,161100,0,Speeding,12,0,31,No
2024,P202400602,57,Male,Nairobi,Private,1,1020410,1000,Taxi,49135,0,0,50,None,12,1,38,No
2024,P202400603,53,Female,Mombasa,Commercial,13,1511182,2500,Personal,80179,0,0,10,None,6,0,31,Yes
2024,P202400604,46,Female,Mombasa,Private,11,2392236,1000,Business,152017,0,0,10,None,6,0,24,Yes
2024,P202400605,59,Male,Kisumu,Private,2,2362625,2000,Business,89682,0,0,10,None,6,0,37,Yes
2024,P202400606,26,Male,Kisumu,PSV,8,1401099,3000,Taxi,62640,0,0,10,None,6,0,6,Yes
2024,P202400607,43,Female,Mombasa,Commercial,19,3527533,3000,Personal,190655,2,1852600,0,Theft,12,1,23,Yes
2024,P202400608,34,Female,Eldoret,Commercial,2,3696283,1500,Personal,202851,1,1037900,0,Theft,12,2,13,No
2024,P202400609,32,Female,Thika,Private,11,2582655,3000,Business,123691,0,0,30,None,6,1,12,Yes
2024,P202400610,40,Female,Meru,Private,18,2990388,2000,Personal,142447,1,719200,0,Collision,12,0,22,No
2024,P202400611,41,Female,Kisumu,PSV,1,1272951,2000,Personal,72655,0,0,30,None,6,0,20,No
2024,P202400612,40,Male,Nairobi,Private,1,1039353,1500,Business,42723,2,587700,0,Collision,12,0,18,Yes
2024,P202400613,51,Male,Nakuru,Commercial,16,3086113,1000,Business,163622,0,0,50,None,6,1,29,No
2024,P202400614,35,Male,Kakamega,Private,19,1645130,2500,Personal,65036,0,0,20,None,12,0,13,Yes
2024,P202400615,30,Female,Thika,PSV,14,3633004,2500,Personal,186072,1,711300,0,Theft,12,1,12,Yes
2024,P202400616,40,Male,Meru,Private,18,2514319,1500,Personal,88738,1,1423800,0,Collision,6,0,21,No
2024,P202400617,61,Female,Nakuru,Commercial,19,3416670,2000,Personal,207749,1,68000,0,Speeding,6,0,43,Yes
2024,P202400618,55,Female,Nairobi,Commercial,6,4314734,1500,Personal,208072,0,0,30,None,12,0,36,Yes
2024,P202400619,63,Female,Thika,Private,15,2113955,3000,Business,113784,0,0,30,None,6,0,42,Yes
2024,P202400620,30,Female,Kakamega,Private,4,849207,1500,Personal,50872,0,0,10,None,12,0,12,No
2024,P202400621,41,Male,Nairobi,PSV,17,2229229,3000,Personal,123442,2,38100,0,Theft,6,0,19,Yes
2024,P202400622,31,Male,Kisumu,Commercial,19,4984737,3000,Personal,265996,1,174900,0,Weather,6,0,12,No
2024,P202400623,59,Male,Kisumu,Private,2,1351728,3000,Personal,64887,0,0,50,None,12,1,40,Yes
2024,P202400624,64,Male,Kisumu,Private,7,2171570,3000,Business,114757,0,0,30,None,6,0,44,No
2024,P202400625,68,Female,Kakamega,Private,0,1508358,3000,Personal,66116,0,0,50,None,6,0,46,No
2024,P202400626,50,Female,Nairobi,Commercial,10,4363733,1500,Personal,209530,1,1316900,0,Speeding,6,0,30,No
2024,P202400627,47,Male,Meru,PSV,12,3395540,2000,Personal,232770,0,0,30,None,6,1,29,Yes
2024,P202400628,36,Female,Kisumu,PSV,6,2649478,3000,Business,162947,0,0,20,None,6,0,18,Yes
2024,P202400629,27,Female,Nairobi,Motorcycle,4,93634,1000,Business,3796,0,0,10,None,12,0,6,No
2024,P202400630,63,Male,Meru,Commercial,12,3742383,3000,Business,183168,0,0,10,None,6,0,43,Yes
2024,P202400631,64,Female,Nakuru,Private,2,2527419,2000,Business,97541,1,227700,0,Weather,6,0,42,No
2024,P202400632,59,Female,Nairobi,PSV,6,3192209,1500,Taxi,180213,0,0,30,None,6,0,37,Yes
2024,P202400633,40,Male,Mombasa,PSV,1,1515303,3000,Business,69782,1,15100,0,Theft,12,0,22,No
2024,P202400634,26,Male,Thika,Private,8,532309,1000,Taxi,19517,0,0,50,None,6,0,5,No
2024,P202400635,21,Male,Meru,Private,7,1099181,2500,Personal,56543,0,0,10,None,12,2,1,Yes
2024,P202400636,35,Male,Kisumu,PSV,7,2754217,2000,Personal,133306,2,754600,0,Collision,6,0,17,No
2024,P202400637,59,Female,Kisumu,Commercial,1,4869617,3000,Business,158349,1,2066800,0,Theft,6,0,39,Yes
2024,P202400638,22,Female,Mombasa,Motorcycle,16,94109,2000,Business,3780,0,0,10,None,6,0,1,No
2024,P202400639,52,Female,Kakamega,Motorcycle,16,159211,1500,Business,6401,0,0,10,None,6,0,33,Yes
2024,P202400640,50,Male,Kakamega,Private,15,956185,1500,Personal,37007,0,0,50,None,12,0,29,No
2024,P202400641,30,Female,Meru,Private,19,1894354,1000,Taxi,97352,0,0,20,None,6,0,12,Yes
2024,P202400642,56,Male,Kakamega,Commercial,0,2808880,2500,Personal,113061,0,0,10,None,6,0,35,No
2024,P202400643,42,Female,Thika,Private,14,1434814,1500,Personal,98319,1,654200,0,Theft,6,0,22,No
2024,P202400644,66,Female,Kakamega,Commercial,5,4701359,1000,Personal,169657,0,0,20,None,12,2,47,No
2024,P202400645,56,Female,Thika,Commercial,11,4689200,2000,Personal,315871,0,0,10,None,12,0,35,No
2024,P202400646,21,Female,Nairobi,Private,1,2988081,2000,Personal,102183,1,565200,0,Weather,12,0,2,No
2024,P202400647,38,Female,Kisumu,Private,11,1048297,3000,Business,65383,0,0,10,None,12,1,19,No
2024,P202400648,22,Male,Nairobi,Private,19,2093724,3000,Personal,129959,2,1049500,0,Collision,12,0,1,Yes
2024,P202400649,24,Female,Nairobi,Private,6,721437,1000,Personal,33852,0,0,20,None,12,0,5,No
2024,P202400650,23,Male,Meru,Private,5,2633527,1000,Business,172663,1,1080900,0,Weather,6,0,3,No
2024,P202400651,31,Female,Kisumu,Private,2,2004777,1000,Business,87937,1,1000800,0,Weather,6,0,13,No
2024,P202400652,23,Male,Thika,PSV,3,3936036,2500,Personal,184149,0,0,20,None,6,1,5,No
2024,P202400653,44,Female,Nairobi,Private,0,1307359,1500,Personal,51817,0,0,30,None,6,1,24,No
2024,P202400654,24,Male,Nakuru,Motorcycle,1,84370,1000,Personal,2880,0,0,50,None,6,2,4,No
2024,P202400655,34,Male,Mombasa,PSV,17,2935132,1500,Personal,114963,0,0,50,None,12,0,12,No
2024,P202400656,59,Female,Nakuru,Private,13,962403,2500,Personal,44403,0,0,10,None,12,0,37,Yes
2024,P202400657,50,Male,Mombasa,Private,0,2192531,2500,Personal,142400,0,0,50,None,12,0,29,Yes
2024,P202400658,50,Female,Meru,Motorcycle,16,210726,3000,Business,7717,1,109100,0,Speeding,12,0,30,No
2024,P202400659,47,Female,Eldoret,Motorcycle,8,186014,2500,Personal,8616,1,70000,0,Weather,12,0,25,Yes
2024,P202400660,36,Male,Eldoret,Commercial,14,2737627,3000,Personal,174599,0,0,30,None,12,0,16,Yes
2024,P202400661,53,Female,Mombasa,Private,19,2699433,3000,Personal,88096,2,1568200,0,Weather,6,1,35,No
2024,P202400662,31,Male,Kakamega,Private,18,1196480,1500,Personal,78903,0,0,20,None,12,1,11,No
2024,P202400663,34,Male,Kisumu,Private,3,2929365,1500,Taxi,175554,1,600100,0,Theft,6,0,14,Yes
2024,P202400664,21,Female,Nakuru,Commercial,1,1328118,2000,Business,71471,0,0,10,None,12,0,1,Yes
2024,P202400665,58,Female,Nairobi,Commercial,6,2667427,3000,Personal,157785,1,1099300,0,Theft,6,0,39,Yes
2024,P202400666,69,Female,Eldoret,Commercial,0,3872721,1500,Business,247993,0,0,20,None,12,0,51,Yes
2024,P202400667,36,Female,Kisumu,Motorcycle,11,211545,2500,Business,12441,0,0,20,None,6,1,16,Yes
2024,P202400668,61,Female,Kisumu,Private,3,2700305,2500,Personal,158787,1,735100,0,Theft,6,0,42,No
2024,P202400669,66,Male,Meru,Motorcycle,11,53712,2500,Personal,2936,0,0,50,None,12,0,46,No
2024,P202400670,23,Female,Kakamega,Motorcycle,5,125033,1000,Taxi,4786,0,0,30,None,12,0,5,Yes
2024,P202400671,64,Female,Eldoret,Private,19,2294829,1000,Personal,157702,0,0,20,None,6,1,42,No
2024,P202400672,60,Male,Meru,Private,18,2150037,2500,Business,145148,0,0,30,None,6,0,42,Yes
2024,P202400673,63,Female,Meru,PSV,14,2346606,3000,Personal,85039,1,1021000,0,Collision,12,0,42,No
2024,P202400674,22,Female,Meru,Commercial,2,4409337,1000,Taxi,148505,1,811900,0,Weather,6,0,3,No
2024,P202400675,49,Female,Eldoret,PSV,6,2124702,3000,Personal,91118,0,0,10,None,6,0,28,Yes
2024,P202400676,33,Female,Nairobi,Private,3,1183098,3000,Business,75621,1,343000,0,Theft,12,1,13,No
2024,P202400677,37,Female,Nakuru,Private,9,2687293,3000,Personal,180243,0,0,10,None,6,2,15,Yes
2024,P202400678,55,Female,Thika,Commercial,8,1886706,2000,Personal,101120,0,0,10,None,12,1,36,No
2024,P202400679,56,Female,Kisumu,Motorcycle,2,116775,1500,Business,6528,1,58300,0,Weather,6,0,37,Yes
2024,P202400680,58,Female,Meru,Private,13,834796,1500,Business,47467,1,175000,0,Speeding,6,0,39,No
2024,P202400681,27,Female,Nairobi,Private,9,2420463,2000,Personal,148905,1,1244500,0,Collision,6,0,6,Yes
2024,P202400682,64,Female,Nairobi,Private,16,1296551,2000,Business,75072,1,300900,0,Speeding,6,0,46,Yes
2024,P202400683,69,Female,Meru,Motorcycle,9,222370,3000,Business,12055,0,0,20,None,12,0,48,Yes
2024,P202400684,69,Female,Eldoret,Motorcycle,16,186457,2000,Business,8415,0,0,10,None,6,0,48,Yes
2024,P202400685,50,Male,Mombasa,PSV,8,3129708,2500,Personal,113394,0,0,50,None,12,0,29,Yes
2024,P202400686,36,Female,Nairobi,PSV,18,3817532,1000,Business,157058,1,2272800,0,Theft,6,0,17,Yes
2024,P202400687,33,Male,Nakuru,Commercial,16,3346946,1500,Personal,211204,0,0,30,None,6,0,14,No
2024,P202400688,45,Female,Mombasa,Commercial,8,3108445,2500,Business,182636,0,0,10,None,6,1,24,Yes
2024,P202400689,44,Female,Nairobi,Commercial,8,3893606,2500,Personal,218333,1,670900,0,Theft,6,2,22,No
2024,P202400690,50,Male,Eldoret,Private,18,2291123,2000,Personal,68941,1,646200,0,Theft,12,1,31,No
2024,P202400691,32,Male,Nairobi,Commercial,3,3548881,1000,Business,121322,0,0,10,None,12,1,13,Yes
2024,P202400692,67,Male,Kakamega,Private,10,892888,3000,Personal,39643,0,0,30,None,12,0,48,No
2024,P202400693,48,Male,Meru,Private,4,1511403,1500,Personal,78973,1,59000,0,Speeding,6,0,26,No
2024,P202400694,46,Male,Nairobi,Motorcycle,9,79312,2000,Business,4874,1,18100,0,Weather,6,0,24,Yes
2024,P202400695,38,Female,Eldoret,Commercial,3,2453201,2500,Personal,116636,0,0,10,None,6,0,18,No
2024,P202400696,38,Male,Eldoret,Motorcycle,16,170640,2000,Personal,7360,1,20800,0,Collision,12,1,20,Yes
2024,P202400697,23,Male,Meru,Private,11,2962508,2500,Business,145411,1,1663800,0,Weather,12,1,4,Yes
2024,P202400698,28,Male,Meru,Commercial,3,4731500,2000,Business,225674,0,0,10,None,12,0,10,Yes
2024,P202400699,35,Male,Eldoret,Private,2,1144240,1500,Personal,43016,0,0,50,None,6,0,17,Yes
2024,P202400700,62,Male,Kisumu,Private,4,514990,1500,Taxi,26798,0,0,20,None,12,0,43,Yes
2024,P202400701,24,Female,Nairobi,Private,19,2800313,2500,Personal,179309,0,0,20,None,12,0,6,No
2024,P202400702,39,Female,Kisumu,Private,11,2745560,3000,Personal,128426,2,711000,0,Collision,12,0,17,Yes
2024,P202400703,68,Male,Meru,Motorcycle,16,202931,2000,Personal,12306,0,0,30,None,6,0,47,No
2024,P202400704,51,Male,Meru,Private,14,2832170,1500,Personal,123078,2,497300,0,Weather,6,0,29,No
2024,P202400705,23,Male,Kisumu,Commercial,5,1051420,2000,Taxi,46579,0,0,20,None,6,0,3,No
2024,P202400706,25,Male,Kakamega,Commercial,6,3317293,2500,Business,189110,0,0,10,None,6,0,6,No
2024,P202400707,32,Male,Nakuru,Private,7,909336,3000,Business,38823,1,55000,0,Weather,12,0,12,Yes
2024,P202400708,55,Female,Eldoret,PSV,15,1049334,3000,Business,35100,1,156300,0,Speeding,12,0,36,No
2024,P202400709,49,Male,Kakamega,Private,17,1289097,1500,Personal,47007,1,81900,0,Speeding,6,0,31,No
2024,P202400710,65,Male,Nairobi,Commercial,17,4160408,1500,Taxi,210100,0,0,20,None,12,1,45,Yes
2024,P202400711,39,Female,Mombasa,Private,14,1207717,1000,Personal,64891,1,645000,0,Speeding,6,1,20,Yes
2024,P202400712,32,Male,Mombasa,Private,7,2007291,2000,Personal,100986,1,1097200,0,Speeding,6,0,10,No
2024,P202400713,52,Female,Kakamega,Private,3,2482167,3000,Personal,82885,0,0,50,None,6,0,31,Yes
2024,P202400714,35,Male,Thika,Private,2,2765008,3000,Business,107859,0,0,20,None,12,0,14,Yes
2024,P202400715,20,Male,Meru,Private,0,2885023,1000,Personal,152294,0,0,10,None,6,0,2,Yes
2024,P202400716,63,Female,Kakamega,Motorcycle,3,246300,2500,Personal,11728,0,0,30,None,6,0,45,No
2024,P202400717,52,Female,Nairobi,Private,19,606371,1000,Personal,42155,0,0,50,None,12,0,30,Yes
2024,P202400718,43,Female,Nairobi,PSV,14,1807734,1000,Personal,80922,0,0,10,None,12,0,23,No
2024,P202400719,23,Male,Thika,Private,3,1208074,2500,Personal,41550,1,482300,0,Collision,12,0,1,Yes
2024,P202400720,63,Female,Nairobi,Commercial,9,3201574,2000,Personal,99899,1,920600,0,Theft,6,0,42,No
2024,P202400721,48,Female,Thika,Private,10,624283,3000,Personal,37092,5,316300,0,Weather,12,1,30,Yes
2024,P202400722,23,Male,Kisumu,Private,12,1555230,1000,Business,70492,0,0,30,None,12,1,4,No
2024,P202400723,54,Male,Mombasa,Commercial,16,3060375,3000,Personal,180408,0,0,30,None,12,0,33,No
2024,P202400724,45,Male,Kisumu,Private,9,1721996,1500,Personal,107581,0,0,20,None,6,0,25,No
2024,P202400725,52,Male,Kakamega,Private,19,868742,1000,Personal,34070,0,0,10,None,12,0,31,No
2024,P202400726,59,Male,Nairobi,Motorcycle,17,247935,3000,Personal,14346,0,0,30,None,12,0,37,Yes
2024,P202400727,53,Female,Kisumu,Private,2,1109525,3000,Personal,68940,0,0,30,None,12,0,34,No
2024,P202400728,31,Male,Kakamega,Private,4,2552004,2000,Personal,172052,0,0,50,None,12,0,9,Yes
2024,P202400729,43,Female,Kakamega,Commercial,11,4258398,2500,Personal,220674,0,0,10,None,12,0,24,Yes
2024,P202400730,68,Male,Kakamega,PSV,16,3089585,1500,Personal,106042,1,1560800,0,Speeding,12,0,49,No
2024,P202400731,25,Male,Nairobi,Motorcycle,8,176788,2500,Personal,11178,0,0,30,None,6,0,3,No
2024,P202400732,27,Female,Eldoret,Private,19,1140245,3000,Personal,63806,0,0,20,None,12,1,9,Yes
2024,P202400733,26,Female,Meru,Private,3,1502378,3000,Personal,86061,1,368800,0,Speeding,6,0,7,No
2024,P202400734,49,Male,Thika,Commercial,19,2079938,3000,Business,103853,1,137400,0,Speeding,12,0,30,No
2024,P202400735,53,Female,Nairobi,Private,19,2902910,2000,Personal,129218,0,0,50,None,12,2,35,Yes
2024,P202400736,20,Male,Mombasa,Private,10,1624232,2000,Business,59676,2,688900,0,Weather,6,0,1,No
2024,P202400737,48,Female,Nairobi,Private,11,669162,2000,Personal,45307,0,0,20,None,6,0,28,Yes
2024,P202400738,41,Female,Mombasa,Private,2,2412990,1000,Personal,162366,0,0,10,None,6,1,21,Yes
2024,P202400739,57,Male,Eldoret,Commercial,15,2899741,1500,Business,143403,0,0,50,None,6,0,37,Yes
2024,P202400740,62,Female,Kakamega,Private,13,758989,2000,Personal,41843,0,0,30,None,12,2,43,Yes
2024,P202400741,22,Male,Nakuru,Commercial,6,3839933,1500,Personal,248606,1,932800,0,Theft,6,0,1,No
2024,P202400742,45,Female,Mombasa,Private,5,1156921,3000,Personal,47620,0,0,10,None,12,0,25,Yes
2024,P202400743,68,Female,Mombasa,PSV,17,2732266,2500,Personal,132865,0,0,20,None,6,0,50,Yes
2024,P202400744,25,Male,Eldoret,Commercial,17,3626866,2000,Personal,154782,0,0,50,None,12,1,6,No
2024,P202400745,59,Female,Meru,PSV,8,1919372,1500,Personal,87456,0,0,30,None,12,0,40,Yes
2024,P202400746,43,Male,Kisumu,Motorcycle,1,200012,2500,Personal,10757,0,0,10,None,12,0,24,Yes
2024,P202400747,65,Female,Thika,Private,12,2938920,2000,Personal,200623,0,0,30,None,12,1,45,No
2024,P202400748,24,Female,Mombasa,PSV,10,3307856,2500,Business,110771,0,0,30,None,12,0,5,Yes
2024,P202400749,37,Male,Mombasa,Private,0,2925485,1500,Personal,121903,0,0,30,None,12,1,19,Yes
2024,P202400750,40,Male,Nairobi,Private,9,2246176,2500,Business,86554,2,1207500,0,Collision,12,0,21,No
2024,P202400751,27,Female,Meru,Commercial,9,1794426,2500,Business,105587,0,0,20,None,12,0,9,Yes
2024,P202400752,38,Male,Kakamega,Private,6,2212983,1500,Personal,108117,1,1313300,0,Weather,6,0,19,Yes
2024,P202400753,41,Female,Nakuru,Private,3,2122200,1500,Personal,141793,0,0,10,None,6,1,21,No
2024,P202400754,47,Female,Mombasa,Private,9,695392,1500,Personal,47063,1,401100,0,Speeding,6,0,25,No
2024,P202400755,40,Female,Kisumu,Private,0,636322,3000,Personal,27939,0,0,30,None,12,2,22,No
2024,P202400756,59,Male,Kakamega,Commercial,6,3597678,2000,Personal,211022,0,0,50,None,12,0,40,Yes
2024,P202400757,26,Female,Meru,Commercial,14,3567189,1500,Personal,220968,0,0,10,None,6,0,6,Yes
2024,P202400758,33,Male,Meru,Commercial,11,2347053,3000,Personal,114563,0,0,10,None,12,0,11,Yes
